type,glon,glat,degx,degy,imgx,imgy,rx,ry,angle,qglon,gqlat,qdegx,qdegy,potential_duplicate,pixel_scale,zooniverse_id,img_url,cat_id
bubble,-68.93657544631958,-0.7697625,0.019205399336652343,0.020165656507322598,213.4007141113281,306.5,30.728638938643748,32.26505041171615,42.55138045444787,0.0025204753624329633,0.0052970170431259666,,0.004051935754566534,false,0.000625,AMW0000uix,http://www.milkywayproject.org/subjects/standard/529e522e4d696359f4889a00.jpg,MWP2291063-000770B
bubble,-68.9409453698052,-0.7724305549648074,0.043045623511628855,0.04195845217056813,220.39259168836804,310.76888794369165,68.87299761860616,67.133523472909,60.71857401277837,0.0037749542134609244,0.007323321694478681,,0.004964769607586554,false,0.000625,AMW0000uix,http://www.milkywayproject.org/subjects/standard/529e522e4d696359f4889a00.jpg,MWP2291059-000772B
bubble,-68.93203989560607,-0.7683381248354912,0.01187704035981164,0.01687415409002444,153.81277656555176,214.06999912261963,63.34421525232875,89.99548848013036,44.208095712195544,0.0020526357171781052,0.0019718610997806717,,0.0026569627364245703,false,0.0001875,AMW0000qsg,http://www.milkywayproject.org/subjects/standard/529e522e4d696359f49f8700.jpg,MWP2291068-000768B
bubble,-68.93102670454545,-0.7922636360645294,0.005888266441873711,0.005368157163318784,148.4090909090909,341.67272567749023,31.404087689993126,28.63017153770018,55.56658484145105,0.0005009503415205056,0.0005684346028588274,,0.0014970041038354393,false,0.0001875,AMW0000qsg,http://www.milkywayproject.org/subjects/standard/529e522e4d696359f49f8700.jpg,MWP2291069-000792B
bubble,-68.8294388876779,-0.23121785642078949,0.021880639200509228,0.019729362092519975,306.1111101422991,347.5342851366316,17.50451136040738,15.78348967401598,41.06589963245665,0.012222466183559601,0.006350917240977111,,0.007970727333433649,false,0.00125,AMW0000v8x,http://www.milkywayproject.org/subjects/standard/529e522e4d696359f4309e00.jpg,MWP2291171-000231B
bubble,-69.32733581815017,-0.1365131577290987,0.04125022346978536,0.02844408071530614,704.4286545201352,271.77052618327895,33.00017877582829,22.75526457224491,39.35463286304731,0.005339129918845744,0.00797206607346707,,0.014717241310168203,false,0.00125,AMW0000v8x,http://www.milkywayproject.org/subjects/standard/529e522e4d696359f4309e00.jpg,MWP2290673-000137B
bubble,-68.74926428625923,-0.2879571414130075,0.019555859656545816,0.01921651704940622,241.97142900739397,392.925713130406,15.644687725236652,15.373213639524977,50.69907976414487,0.0031087799939413093,0.004240010170534765,,0.008587025653363722,false,0.00125,AMW0000v8x,http://www.milkywayproject.org/subjects/standard/529e522e4d696359f4309e00.jpg,MWP2291251-000288B
bubble,-68.61197857142855,-0.23090714285714287,0.09498185640107654,0.04749092820053827,132.14285714285714,347.2857142857143,75.98548512086123,37.992742560430614,42.864031310631844,0.009539236018126599,0.005048131431765713,,0.006989772833209408,false,0.00125,AMW0000v8x,http://www.milkywayproject.org/subjects/standard/529e522e4d696359f4309e00.jpg,MWP2291388-000231B
bubble,-68.82840751803167,-0.2268143679257097,0.017296057035149557,0.02137940452469855,210.57202885068696,88.0229886811355,27.67369125623929,34.20704723951768,54.16621462731723,0.0028667773824377287,0.00525054300622784,,0.005500741292780787,false,0.000625,AMW0000uj4,http://www.milkywayproject.org/subjects/standard/529e522e4d696359f48f9a00.jpg,MWP2291172-000227B
bubble,-68.84564606467353,-0.32325833333333337,0.010118693501721994,0.005059346750860997,238.15370347764758,242.33333333333334,16.18990960275519,8.094954801377595,68.79786207211075,0.0033219205664795776,0.0017689310026337817,,0.0009176375299492231,false,0.000625,AMW0000uj4,http://www.milkywayproject.org/subjects/standard/529e522e4d696359f48f9a00.jpg,MWP2291154-000323B
bubble,-68.72471651476985,-0.6181206521324489,0.019624725608908836,0.03004416078545367,44.666423631751016,314.1130434119183,31.399560974254136,48.07065725672587,43.52798100734257,0.007099718476838804,0.005095192865900975,,0.009719863418067652,false,0.000625,AMW0000uj5,http://www.milkywayproject.org/subjects/standard/529e522e4d696359f4909a00.jpg,MWP2291275-000618B
bubble,-68.78040718250276,-0.7266890127738317,0.011574259172008496,0.009755654519839849,133.77149200439453,87.82242043813069,18.518814675213594,15.609047231743759,39.51870405224962,0.0022154076019973677,0.002846920876754731,,0.005583151571504622,false,0.000625,AMW0000uj6,http://www.milkywayproject.org/subjects/standard/529e522e4d696359f4919a00.jpg,MWP2291220-000727B
bubble,-68.93347535829542,-0.7685166358232498,0.01943459908139829,0.021711963510051776,378.6805732727051,154.7466173171997,31.095358530237263,34.73914161608284,35.72779810263429,0.0034384685404752918,0.005384191519342353,,0.006066074255007998,false,0.000625,AMW0000uj6,http://www.milkywayproject.org/subjects/standard/529e522e4d696359f4919a00.jpg,MWP2291067-000769B
bubble,-68.74577272348404,-0.7790553941607474,0.011380462379633952,0.008093657298616823,78.35635757446289,171.60863065719604,18.20873980741432,12.949851677786915,43.16738968405148,0.005089971817981497,0.0037632058564205442,,0.0016393720927918487,false,0.000625,AMW0000uj6,http://www.milkywayproject.org/subjects/standard/529e522e4d696359f4919a00.jpg,MWP2291254-000779B
bubble,-68.93046567339218,-0.7921571428571428,0.008447735977235906,0.007243350706195668,373.86507742745533,192.57142857142858,13.51637756357745,11.589361129913069,41.54143163686496,0.0011889871640141773,0.0009175374013511403,,0.0049480172810157505,false,0.000625,AMW0000uj6,http://www.milkywayproject.org/subjects/standard/529e522e4d696359f4919a00.jpg,MWP2291070-000792B
