2.881168900002002715e+02,-6.057381668806075536e-01,1.322198563905366796e-02,7.754305865092389616e-03,3.659776665400498530e+01,3.146443725621909104e-01,7.908968618823450036e+00,-7.188310999979972848e+01
2.863196181086270258e+02,3.155050668071998632e-01,1.266878636794056545e-01,9.019445602262986250e-02,2.441314563768839818e+01,3.253234795530532963e+00,2.132490938098443145e+00,-7.368038189137297422e+01
2.942997536455869749e+02,-2.410273750123381298e+00,1.352248963173100296e-02,7.615825738842970857e-03,5.799258730538494433e+01,3.170747305586095743e-01,8.037657019239087930e+00,-6.570024635441302507e+01
2.948136734510823089e+02,-1.782947327302631724e+00,5.423936042864005609e-03,3.830422380117806582e-03,4.016713808710587585e+01,1.388153763447271816e-01,1.040826482392893837e+01,-6.518632654891769107e+01
5.919846875000001063e+00,-1.533246874999999898e+00,1.584520671748142900e-02,9.241286517114486246e-03,3.237341275794079110e+01,3.762973985189387305e-01,7.253005333360803775e+00,5.919846875000001063e+00
2.930754552082062219e+02,-1.068294437444210043e+00,1.159842037293845780e-02,1.082219293220118908e-02,8.343987037919680461e+01,3.363091995770947085e-01,3.397118124219686841e+00,-6.692454479179377813e+01
2.867544929581580959e+02,1.033777564686663569e-01,2.500000000000001353e-03,1.250000000000000677e-03,0.000000000000000000e+00,5.625000000000002914e-02,1.999999999999999645e+01,-7.324550704184190408e+01
2.637203090267182048e+01,1.404205052036047396e+00,4.934101153087093981e-03,4.697831813383337649e-03,8.350936979208837840e+01,1.444789944970564510e-01,4.405656499031312734e+00,2.637203090267182048e+01
2.867456999999995446e+02,2.494499999999984230e-01,1.844967818147537353e-01,9.224839090737686764e-02,2.569699972733220150e+01,4.151177590831959030e+00,2.328121290392524134e+00,-7.325430000000045538e+01
1.890249953754970136e+01,1.826757534449441112e+00,4.912258120502505619e-03,3.510069899168316403e-03,8.124347236557342455e+01,1.263349202950623251e-01,1.078045214074066216e+01,1.890249953754970136e+01
2.874614718749999724e+02,-1.358874999999999666e-01,9.349190857706817306e-03,6.008227349491152697e-03,1.139762770393727607e+02,2.303612731079695553e-01,8.743329352825213618e+00,-7.253852812500002756e+01
2.876806794637407734e+02,3.348714285203389096e-01,1.906181602082331755e-02,1.682130665041066397e-02,4.337565864467018883e+01,5.382468400685097576e-01,3.511754168288030886e+00,-7.231932053625922663e+01
6.157632813858985976e+00,-1.103034375143051138e+00,1.264958488817482553e-02,8.228471453684379350e-03,2.735021682236900986e+01,3.131708451278881200e-01,7.433691827953878395e+00,6.157632813858985976e+00
