2.674995719786644486e+02,-1.455812499999999954e-01,3.964694431779530910e-03,3.964694431779530910e-03,8.857535830916212660e+01,1.189408329533859221e-01,0.000000000000000000e+00,-9.250042802133555142e+01
2.743509687499999927e+02,4.464875000000000371e-01,5.782985841440031402e-03,5.782985841440031402e-03,3.301723660738871757e+01,1.734895752432009386e-01,0.000000000000000000e+00,-8.564903125000000728e+01
2.554316803369879949e+02,5.969832707405090533e-01,7.314961903618721548e-03,7.314961903618721548e-03,1.165357764400454244e-01,2.194488571085616568e-01,0.000000000000000000e+00,-1.045683196630120051e+02
2.902081880203962783e+02,-4.598640624999998927e-01,4.454698275749212517e-03,4.454698275749212517e-03,7.622894332124197092e+01,1.336409482724763842e-01,0.000000000000000000e+00,-6.979181197960372174e+01
2.803190067234625076e+02,-9.474982954545455582e-01,5.928619495257247962e-03,5.928619495257247962e-03,3.366681954041178670e+01,1.778585848577174389e-01,0.000000000000000000e+00,-7.968099327653749242e+01
2.588471093744277596e+02,1.529916749739647086e+00,3.768146018657314404e-03,3.768146018657314404e-03,6.885669439999966812e+01,1.130443805597194373e-01,0.000000000000000000e+00,-1.011528906255722404e+02
2.660852612452532640e+02,-6.600755511979797818e-01,6.996671739245956430e-03,6.996671739245956430e-03,6.702093023947530526e+01,2.099001521773787016e-01,0.000000000000000000e+00,-9.391473875474673605e+01
2.578827098470393935e+02,8.384941584073579701e-01,2.907047066081685539e-03,2.907047066081685539e-03,4.003603530773913377e+01,8.721141198245056791e-02,0.000000000000000000e+00,-1.021172901529606065e+02
1.946333836816787510e+01,-2.318537351250647749e+00,4.539457234863604473e-03,4.539457234863604473e-03,3.786955948785425363e+01,1.361837170459081481e-01,0.000000000000000000e+00,1.946333836816787510e+01
2.472564625003338179e+01,-2.830845937472581841e+00,3.870209888499401979e-03,3.870209888499401979e-03,5.050767074336651774e+01,1.161062966549820663e-01,0.000000000000000000e+00,2.472564625003338179e+01
2.620481712760924893e+02,3.270325155258178018e-01,3.929391922227675263e-03,3.929391922227675263e-03,4.956116856870969656e+01,1.178817576668302614e-01,0.000000000000000000e+00,-9.795182872390751072e+01
2.562530108581715922e+02,1.064089772900667974e+00,1.397028442214305437e-02,1.397028442214305437e-02,2.557782479508894369e+01,4.191085326642916553e-01,0.000000000000000000e+00,-1.037469891418284078e+02
2.583919033526956355e+02,-4.782855471454559027e-01,5.442425907195357765e-03,5.442425907195357765e-03,4.357472223748671070e+01,1.632727772158607260e-01,0.000000000000000000e+00,-1.016080966473043645e+02
2.622514099242856673e+02,5.730385659652851293e-01,2.337927262847929247e-02,2.337927262847929247e-02,5.199478221325168903e+01,7.013781788543788087e-01,0.000000000000000000e+00,-9.774859007571433267e+01
2.558391436107635855e+02,1.144179999995231567e+00,4.346678474134487401e-03,4.346678474134487401e-03,5.665571622590138645e+01,1.304003542240346203e-01,0.000000000000000000e+00,-1.041608563892364145e+02
